timestamp,symbol,expiry,atm,type,strike,oi,delta_oi,score
2025-11-12 09:41:18,NIFTY,18-Nov-2025,25800,Resistance,25800,95151,0,95151
2025-11-12 09:41:18,NIFTY,18-Nov-2025,25800,Resistance,25900,78926,0,78926
2025-11-12 09:42:19,NIFTY,18-Nov-2025,25800,Support,25800,135270,0,135270
2025-11-12 09:42:19,NIFTY,18-Nov-2025,25800,Support,25700,78221,0,78221
2025-11-12 09:42:19,NIFTY,18-Nov-2025,25800,Support,25600,70664,0,70664
2025-11-12 09:42:19,NIFTY,18-Nov-2025,25800,Resistance,26000,113767,0,113767
2025-11-12 09:42:19,NIFTY,18-Nov-2025,25800,Resistance,25800,95151,0,95151
2025-11-12 09:42:19,NIFTY,18-Nov-2025,25800,Resistance,25900,78926,0,78926
2025-11-12 09:43:20,NIFTY,18-Nov-2025,25800,Support,25800,133106,-2164,133106
2025-11-12 09:43:20,NIFTY,18-Nov-2025,25800,Support,25700,79803,1582,82176
2025-11-12 09:43:20,NIFTY,18-Nov-2025,25800,Support,25600,70523,-141,70523
2025-11-12 09:43:20,NIFTY,18-Nov-2025,25800,Resistance,26000,117724,3957,123659
2025-11-12 09:43:20,NIFTY,18-Nov-2025,25800,Resistance,25800,98649,3498,103896
2025-11-12 09:43:20,NIFTY,18-Nov-2025,25800,Resistance,25900,81246,2320,84726
2025-11-12 09:44:21,NIFTY,18-Nov-2025,25850,Support,25800,133106,0,133106
2025-11-12 09:44:21,NIFTY,18-Nov-2025,25850,Support,25700,79803,0,79803
2025-11-12 09:44:21,NIFTY,18-Nov-2025,25850,Support,25600,70523,0,70523
2025-11-12 09:44:21,NIFTY,18-Nov-2025,25850,Resistance,26000,117724,0,117724
2025-11-12 09:44:21,NIFTY,18-Nov-2025,25850,Resistance,25800,98649,0,98649
2025-11-12 09:44:21,NIFTY,18-Nov-2025,25850,Resistance,25900,81246,0,81246
2025-11-12 09:45:22,NIFTY,18-Nov-2025,25850,Support,25800,133106,0,133106
2025-11-12 09:45:22,NIFTY,18-Nov-2025,25850,Support,25700,79803,0,79803
2025-11-12 09:45:22,NIFTY,18-Nov-2025,25850,Support,25600,70523,0,70523
2025-11-12 09:45:22,NIFTY,18-Nov-2025,25850,Resistance,26000,117724,0,117724
2025-11-12 09:45:22,NIFTY,18-Nov-2025,25850,Resistance,25800,98649,0,98649
2025-11-12 09:45:22,NIFTY,18-Nov-2025,25850,Resistance,25900,81246,0,81246
2025-11-12 09:46:23,NIFTY,18-Nov-2025,25850,Support,25800,133106,0,133106
2025-11-12 09:46:23,NIFTY,18-Nov-2025,25850,Support,25700,79803,0,79803
2025-11-12 09:46:23,NIFTY,18-Nov-2025,25850,Support,25600,70523,0,70523
2025-11-12 09:46:23,NIFTY,18-Nov-2025,25850,Resistance,26000,117724,0,117724
2025-11-12 09:46:23,NIFTY,18-Nov-2025,25850,Resistance,25800,98649,0,98649
2025-11-12 09:46:23,NIFTY,18-Nov-2025,25850,Resistance,25900,81246,0,81246
2025-11-12 09:47:24,NIFTY,18-Nov-2025,25850,Support,25800,117264,-15842,117264
2025-11-12 09:47:24,NIFTY,18-Nov-2025,25850,Support,25700,74041,-5762,74041
2025-11-12 09:47:24,NIFTY,18-Nov-2025,25850,Support,25600,69932,-591,69932
2025-11-12 09:47:24,NIFTY,18-Nov-2025,25850,Resistance,26000,124672,6948,135094
2025-11-12 09:47:24,NIFTY,18-Nov-2025,25850,Resistance,25800,105664,7015,116186
2025-11-12 09:47:24,NIFTY,18-Nov-2025,25850,Resistance,25900,86219,4973,93678
2025-11-12 09:48:24,NIFTY,18-Nov-2025,25850,Support,25800,117264,0,117264
2025-11-12 09:48:24,NIFTY,18-Nov-2025,25850,Support,25700,74041,0,74041
2025-11-12 09:48:24,NIFTY,18-Nov-2025,25850,Support,25600,69932,0,69932
2025-11-12 09:48:24,NIFTY,18-Nov-2025,25850,Resistance,26000,124672,0,124672
2025-11-12 09:48:24,NIFTY,18-Nov-2025,25850,Resistance,25800,105664,0,105664
2025-11-12 09:48:24,NIFTY,18-Nov-2025,25850,Resistance,25900,86219,0,86219
2025-11-12 09:57:19,NIFTY,18-Nov-2025,25850,Support,25800,134548,0,134548
2025-11-12 09:57:19,NIFTY,18-Nov-2025,25850,Support,25700,79550,0,79550
2025-11-12 09:57:19,NIFTY,18-Nov-2025,25850,Support,25600,72952,0,72952
2025-11-12 09:57:19,NIFTY,18-Nov-2025,25850,Resistance,26000,126346,0,126346
2025-11-12 09:57:19,NIFTY,18-Nov-2025,25850,Resistance,25800,102847,0,102847
2025-11-12 09:57:19,NIFTY,18-Nov-2025,25850,Resistance,25900,92385,0,92385
2025-11-12 09:58:21,NIFTY,18-Nov-2025,25850,Support,25800,132164,-2384,132164
2025-11-12 09:58:21,NIFTY,18-Nov-2025,25850,Support,25700,79092,-458,79092
2025-11-12 09:58:21,NIFTY,18-Nov-2025,25850,Support,25600,73481,529,74274
2025-11-12 09:58:21,NIFTY,18-Nov-2025,25850,Resistance,26000,128294,1948,131216
2025-11-12 09:58:21,NIFTY,18-Nov-2025,25850,Resistance,25800,102392,-455,102392
2025-11-12 09:58:21,NIFTY,18-Nov-2025,25850,Resistance,25900,95637,3252,100515
2025-11-12 09:59:21,NIFTY,18-Nov-2025,25850,Support,25800,132164,0,132164
2025-11-12 09:59:21,NIFTY,18-Nov-2025,25850,Support,25700,79092,0,79092
2025-11-12 09:59:21,NIFTY,18-Nov-2025,25850,Support,25600,73481,0,73481
2025-11-12 09:59:21,NIFTY,18-Nov-2025,25850,Resistance,26000,128294,0,128294
2025-11-12 09:59:21,NIFTY,18-Nov-2025,25850,Resistance,25800,102392,0,102392
2025-11-12 09:59:21,NIFTY,18-Nov-2025,25850,Resistance,25900,95637,0,95637
2025-11-12 10:00:20,NIFTY,18-Nov-2025,25850,Support,25800,132164,0,132164
2025-11-12 10:00:20,NIFTY,18-Nov-2025,25850,Support,25700,79092,0,79092
2025-11-12 10:00:20,NIFTY,18-Nov-2025,25850,Support,25600,73481,0,73481
2025-11-12 10:00:20,NIFTY,18-Nov-2025,25850,Resistance,26000,128294,0,128294
2025-11-12 10:00:20,NIFTY,18-Nov-2025,25850,Resistance,25800,102392,0,102392
2025-11-12 10:00:20,NIFTY,18-Nov-2025,25850,Resistance,25900,95637,0,95637
2025-11-12 10:01:21,NIFTY,18-Nov-2025,25850,Support,25800,132164,0,132164
2025-11-12 10:01:21,NIFTY,18-Nov-2025,25850,Support,25700,79092,0,79092
2025-11-12 10:01:21,NIFTY,18-Nov-2025,25850,Support,25600,73481,0,73481
2025-11-12 10:01:21,NIFTY,18-Nov-2025,25850,Resistance,26000,128294,0,128294
2025-11-12 10:01:21,NIFTY,18-Nov-2025,25850,Resistance,25800,102392,0,102392
2025-11-12 10:01:21,NIFTY,18-Nov-2025,25850,Resistance,25900,95637,0,95637
2025-11-12 10:07:56,NIFTY,18-Nov-2025,25850,Support,25800,137648,0,137648
2025-11-12 10:07:56,NIFTY,18-Nov-2025,25850,Support,25700,80919,0,80919
2025-11-12 10:07:56,NIFTY,18-Nov-2025,25850,Support,25600,75703,0,75703
2025-11-12 10:07:56,NIFTY,18-Nov-2025,25850,Resistance,26000,130838,0,130838
2025-11-12 10:07:56,NIFTY,18-Nov-2025,25850,Resistance,25800,101378,0,101378
2025-11-12 10:07:56,NIFTY,18-Nov-2025,25850,Resistance,25900,98519,0,98519
2025-11-12 10:08:58,NIFTY,18-Nov-2025,25850,Support,25800,141645,3997,147640
2025-11-12 10:08:58,NIFTY,18-Nov-2025,25850,Support,25700,82453,1534,84754
2025-11-12 10:08:58,NIFTY,18-Nov-2025,25850,Support,25600,76276,573,77135
2025-11-12 10:08:58,NIFTY,18-Nov-2025,25850,Resistance,26000,127631,-3207,127631
2025-11-12 10:08:58,NIFTY,18-Nov-2025,25850,Resistance,25800,96296,-5082,96296
2025-11-12 10:08:58,NIFTY,18-Nov-2025,25850,Resistance,25900,95931,-2588,95931
2025-11-12 10:09:58,NIFTY,18-Nov-2025,25850,Support,25800,141645,0,141645
2025-11-12 10:09:58,NIFTY,18-Nov-2025,25850,Support,25700,82453,0,82453
2025-11-12 10:09:58,NIFTY,18-Nov-2025,25850,Support,25600,76276,0,76276
2025-11-12 10:09:58,NIFTY,18-Nov-2025,25850,Resistance,26000,127631,0,127631
2025-11-12 10:09:58,NIFTY,18-Nov-2025,25850,Resistance,25800,96296,0,96296
2025-11-12 10:09:58,NIFTY,18-Nov-2025,25850,Resistance,25900,95931,0,95931
2025-11-12 10:10:58,NIFTY,18-Nov-2025,25850,Support,25800,145513,3868,151315
2025-11-12 10:10:58,NIFTY,18-Nov-2025,25850,Support,25700,84453,2000,87453
2025-11-12 10:10:58,NIFTY,18-Nov-2025,25850,Support,25600,76856,580,77726
2025-11-12 10:10:58,NIFTY,18-Nov-2025,25850,Resistance,26000,128882,1251,130758
2025-11-12 10:10:58,NIFTY,18-Nov-2025,25850,Resistance,25800,97997,1701,100548
2025-11-12 10:10:58,NIFTY,18-Nov-2025,25850,Resistance,25900,97560,1629,100003
2025-11-12 10:11:58,NIFTY,18-Nov-2025,25850,Support,25800,145513,0,145513
2025-11-12 10:11:58,NIFTY,18-Nov-2025,25850,Support,25700,84453,0,84453
2025-11-12 10:11:58,NIFTY,18-Nov-2025,25850,Support,25600,76856,0,76856
2025-11-12 10:11:58,NIFTY,18-Nov-2025,25850,Resistance,26000,128882,0,128882
2025-11-12 10:11:58,NIFTY,18-Nov-2025,25850,Resistance,25800,97997,0,97997
2025-11-12 10:11:58,NIFTY,18-Nov-2025,25850,Resistance,25900,97560,0,97560
2025-11-12 10:12:57,NIFTY,18-Nov-2025,25850,Support,25800,145513,0,145513
